order_id,user_id,dish_name,toppings_selected,addons_selected,season,order_date,quantity,total_price,profit_margin
607,1039.0,Pav Bhaji,['Onion'],['French Fries'],Navratri,2023-09-08,3,501,110.93
608,1087.0,Pani Puri,"['Anar Seeds', 'Coriander']",['Chutney'],Summer,2023-02-14,1,92,21.92
609,1014.0,Vada Pav,"['Cheese', 'Butter']",['Extra Cheese'],Navratri,2024-08-10,4,404,145.43
610,1065.0,Bhel,"['Dahi', 'Anar Seeds']",['Chutney'],Christmas,2023-07-31,3,525,195.68
611,1024.0,Sev Puri,"['Dahi', 'Cheese']",['Chutney'],Diwali,2024-08-01,3,486,100.99
612,,Sev Puri,['Onion'],"['Cold Drink', 'Extra Cheese']",Navratri,2023-02-07,1,170,44.63
613,1084.0,Masala Dosa,['Tomato'],"['Extra Cheese', 'French Fries']",Navratri,2024-07-08,2,366,107.09
614,1040.0,Bhel,[],[],Holi,2023-03-27,4,292,92.79
615,1020.0,Masala Dosa,"['Onion', 'Coriander', 'Dahi']",['Papad'],Rainy,2024-02-19,1,154,38.18
616,1075.0,Pav Bhaji,"['Onion', 'Cheese']","['Extra Cheese', 'French Fries']",Navratri,2024-01-13,3,378,89.65
617,1034.0,Pani Puri,"['Onion', 'Coriander', 'Butter']",[],Diwali,2023-07-16,3,393,141.78
618,1022.0,Pani Puri,"['Onion', 'Coriander', 'Dahi']",[],Rainy,2024-03-10,2,246,96.47
619,1079.0,Pav Bhaji,"['Butter', 'Coriander', 'Cheese']",[],Diwali,2023-07-23,1,171,63.34
620,1030.0,Chole Bhature,"['Butter', 'Coriander', 'Anar Seeds']",[],Holi,2023-01-04,4,420,151.92
621,1018.0,Sev Puri,"['Butter', 'Onion']",['Extra Cheese'],Christmas,2023-08-06,1,122,36.9
622,1025.0,Bhel,[],"['Extra Cheese', 'Chutney']",Winter,2023-06-11,3,300,60.46
623,1065.0,Bhel,"['Onion', 'Butter', 'Cheese']",[],Diwali,2024-04-24,3,303,110.19
624,1011.0,Pav Bhaji,[],[],Winter,2024-03-21,3,363,136.46
625,1100.0,Sev Puri,"['Tomato', 'Cheese']",['Ice Cream'],Summer,2023-03-31,1,109,25.03
626,1007.0,Bhel,[],['Ice Cream'],Rainy,2023-02-06,3,393,84.21
627,,Sev Puri,['Butter'],"['Ice Cream', 'Extra Cheese']",Diwali,2023-04-11,5,1000,346.48
628,1042.0,Sev Puri,[],"['French Fries', 'Ice Cream']",Holi,2023-10-29,2,280,94.02
629,1098.0,Pani Puri,['Coriander'],"['French Fries', 'Ice Cream']",Holi,2023-06-19,3,453,116.92
630,1015.0,Pani Puri,"['Coriander', 'Butter', 'Tomato']",['Cold Drink'],Summer,2023-07-24,3,402,134.04
631,,Vada Pav,[],"['Chutney', 'Extra Cheese']",Christmas,2023-08-06,1,165,64.24
632,1089.0,Chole Bhature,"['Cheese', 'Anar Seeds', 'Tomato']","['Cold Drink', 'Extra Cheese']",Summer,2023-02-11,2,282,68.48
633,1081.0,Bhel,"['Anar Seeds', 'Butter']","['Cold Drink', 'French Fries']",Diwali,2024-03-13,2,254,78.95
634,1066.0,Masala Dosa,"['Coriander', 'Tomato', 'Onion']",['Chutney'],Holi,2024-06-16,4,556,139.69
635,1082.0,Idli Sambar,['Anar Seeds'],"['Papad', 'Cold Drink']",Rainy,2024-04-28,1,122,47.32
636,1083.0,Idli Sambar,"['Tomato', 'Cheese']",['Ice Cream'],Navratri,2023-02-22,5,490,172.6
637,1033.0,Pav Bhaji,"['Coriander', 'Anar Seeds']","['Ice Cream', 'Cold Drink']",Winter,2024-01-08,1,190,38.41
638,1058.0,Sev Puri,['Butter'],[],Diwali,2023-09-24,2,310,67.42
639,,Sev Puri,"['Coriander', 'Tomato']","['Chutney', 'Ice Cream']",Summer,2024-08-05,1,196,68.21
640,1067.0,Pav Bhaji,['Onion'],"['French Fries', 'Ice Cream']",Navratri,2023-04-01,4,464,175.55
641,,Bhel,['Butter'],['Cold Drink'],Winter,2024-01-19,2,292,70.97
642,1080.0,Pav Bhaji,['Dahi'],[],Winter,2024-07-23,4,388,114.73
643,1042.0,Idli Sambar,['Dahi'],"['Ice Cream', 'Extra Cheese']",Christmas,2023-01-10,3,513,133.76
644,1003.0,Pav Bhaji,"['Anar Seeds', 'Coriander']",[],Christmas,2023-02-28,5,450,159.11
645,1009.0,Vada Pav,"['Butter', 'Anar Seeds']","['Papad', 'Chutney']",Holi,2023-08-19,3,582,182.86
646,1006.0,Pav Bhaji,"['Anar Seeds', 'Onion']",[],Navratri,2024-02-05,4,336,75.8
647,1095.0,Bhel,"['Anar Seeds', 'Onion', 'Cheese']",['Papad'],Rainy,2024-07-07,4,500,170.29
648,1026.0,Pani Puri,['Dahi'],['Ice Cream'],Christmas,2024-05-10,3,354,89.58
649,,Bhel,"['Anar Seeds', 'Butter']",['Extra Cheese'],Christmas,2023-01-29,5,675,237.94
650,1061.0,Idli Sambar,"['Anar Seeds', 'Tomato', 'Coriander']",['Extra Cheese'],Navratri,2023-10-09,3,519,150.25
651,1016.0,Bhel,"['Tomato', 'Anar Seeds']","['Extra Cheese', 'Ice Cream']",Diwali,2023-04-22,5,1025,354.68
652,1055.0,Sev Puri,"['Tomato', 'Anar Seeds', 'Onion']","['Cold Drink', 'Extra Cheese']",Navratri,2023-01-29,4,660,262.89
653,1063.0,Sev Puri,[],"['French Fries', 'Papad']",Navratri,2023-01-04,4,440,169.84
654,1034.0,Pav Bhaji,['Tomato'],"['Papad', 'French Fries']",Winter,2024-04-25,4,704,204.68
655,,Pani Puri,"['Cheese', 'Onion']",[],Navratri,2024-03-07,4,380,120.49
656,,Sev Puri,[],['French Fries'],Diwali,2023-10-06,4,508,156.79
657,1075.0,Pav Bhaji,[],[],Navratri,2024-07-10,2,116,42.69
658,1036.0,Sev Puri,['Butter'],['Ice Cream'],Summer,2023-02-26,1,130,41.34
659,1079.0,Masala Dosa,['Coriander'],"['Chutney', 'French Fries']",Winter,2023-03-03,2,346,134.7
660,1044.0,Chole Bhature,[],"['Cold Drink', 'French Fries']",Holi,2024-01-20,4,432,105.54
661,1064.0,Bhel,['Anar Seeds'],[],Winter,2024-08-01,1,159,62.38
662,1082.0,Bhel,"['Anar Seeds', 'Onion', 'Cheese']","['Chutney', 'Extra Cheese']",Holi,2023-06-12,5,845,208.19
663,1080.0,Pani Puri,[],['Chutney'],Christmas,2023-09-01,3,492,122.57
664,1052.0,Bhel,"['Anar Seeds', 'Dahi', 'Tomato']",[],Summer,2023-05-18,5,485,192.81
665,1023.0,Vada Pav,"['Cheese', 'Coriander']","['Ice Cream', 'French Fries']",Holi,2023-08-21,4,472,151.62
666,,Pav Bhaji,"['Coriander', 'Butter', 'Anar Seeds']","['Papad', 'Extra Cheese']",Rainy,2023-05-21,2,340,86.59
667,1047.0,Sev Puri,"['Onion', 'Dahi', 'Coriander']",['French Fries'],Christmas,2024-03-26,5,660,174.4
668,1009.0,Vada Pav,"['Cheese', 'Butter']",[],Diwali,2023-05-27,4,464,150.69
669,1062.0,Sev Puri,['Anar Seeds'],['Papad'],Navratri,2023-06-09,2,286,90.02
670,1079.0,Pani Puri,['Anar Seeds'],[],Diwali,2024-02-03,4,568,204.98
671,1099.0,Idli Sambar,['Tomato'],[],Winter,2023-08-15,2,174,66.7
672,,Pani Puri,"['Tomato', 'Coriander', 'Onion']",['Chutney'],Holi,2023-03-03,3,312,115.0
673,1054.0,Pav Bhaji,['Tomato'],[],Christmas,2023-04-14,3,426,138.47
674,1097.0,Idli Sambar,"['Butter', 'Anar Seeds']",[],Christmas,2023-12-16,2,170,41.68
675,1009.0,Pani Puri,[],"['Chutney', 'Cold Drink']",Navratri,2024-01-10,1,171,65.05
676,,Chole Bhature,"['Dahi', 'Onion']",['Papad'],Rainy,2023-09-25,3,435,165.17
677,1050.0,Pav Bhaji,"['Onion', 'Cheese']",['French Fries'],Diwali,2023-03-15,5,710,170.46
678,,Chole Bhature,"['Onion', 'Anar Seeds', 'Tomato']",[],Holi,2024-07-25,2,358,79.13
679,1025.0,Chole Bhature,['Butter'],"['Ice Cream', 'French Fries']",Navratri,2023-06-23,1,186,49.19
680,1093.0,Bhel,[],[],Christmas,2024-05-09,1,124,42.46
681,,Masala Dosa,"['Butter', 'Dahi']",[],Rainy,2024-01-28,3,339,90.58
682,1048.0,Sev Puri,[],[],Summer,2023-08-22,1,121,33.56
683,1095.0,Bhel,"['Coriander', 'Dahi']",[],Winter,2023-07-06,5,550,215.06
684,1069.0,Sev Puri,"['Dahi', 'Butter']",['Ice Cream'],Winter,2024-04-20,1,187,52.91
685,,Sev Puri,[],[],Diwali,2023-06-23,2,188,40.93
686,1042.0,Sev Puri,"['Butter', 'Dahi', 'Cheese']",[],Summer,2024-06-18,2,286,101.56
687,1015.0,Vada Pav,"['Butter', 'Anar Seeds', 'Cheese']","['Papad', 'Chutney']",Christmas,2023-10-05,4,764,207.91
688,1059.0,Pav Bhaji,[],"['Ice Cream', 'Chutney']",Christmas,2023-09-15,4,740,236.46
689,1028.0,Sev Puri,"['Coriander', 'Cheese', 'Anar Seeds']",['French Fries'],Diwali,2023-08-26,3,303,103.52
690,1018.0,Chole Bhature,[],"['Ice Cream', 'Papad']",Summer,2023-03-19,3,399,146.93
691,1061.0,Pav Bhaji,[],"['Extra Cheese', 'Ice Cream']",Rainy,2023-12-29,1,161,54.12
692,,Sev Puri,[],['Papad'],Rainy,2023-10-16,5,420,99.65
693,,Bhel,"['Anar Seeds', 'Butter']","['Extra Cheese', 'Ice Cream']",Navratri,2023-01-24,5,665,245.6
694,1037.0,Masala Dosa,[],"['Cold Drink', 'Extra Cheese']",Diwali,2023-08-08,2,228,85.8
695,1040.0,Masala Dosa,[],"['Ice Cream', 'Extra Cheese']",Summer,2023-10-10,5,910,358.8
696,1055.0,Pani Puri,['Tomato'],"['Cold Drink', 'Extra Cheese']",Rainy,2023-12-13,5,770,228.56
697,1062.0,Idli Sambar,"['Butter', 'Cheese', 'Coriander']",['Extra Cheese'],Diwali,2024-04-14,5,645,137.46
698,1068.0,Vada Pav,['Anar Seeds'],['Chutney'],Navratri,2024-04-15,1,94,19.4
699,1023.0,Pani Puri,['Tomato'],"['Cold Drink', 'Extra Cheese']",Holi,2023-08-24,2,320,78.26
700,1045.0,Pav Bhaji,"['Dahi', 'Onion', 'Tomato']","['Papad', 'Chutney']",Navratri,2023-12-28,1,160,49.17
701,1052.0,Idli Sambar,[],"['Cold Drink', 'Extra Cheese']",Holi,2024-04-28,1,144,57.08
702,1041.0,Chole Bhature,"['Dahi', 'Anar Seeds', 'Onion']","['Cold Drink', 'Chutney']",Holi,2024-07-13,5,930,315.22
703,1008.0,Bhel,"['Butter', 'Tomato', 'Anar Seeds']",[],Rainy,2023-09-04,5,605,145.99
704,1003.0,Chole Bhature,[],['French Fries'],Rainy,2024-01-14,3,480,191.42
705,1057.0,Bhel,"['Anar Seeds', 'Dahi']","['Ice Cream', 'Extra Cheese']",Summer,2023-08-27,2,304,115.69
706,1051.0,Pav Bhaji,['Butter'],['Chutney'],Christmas,2024-03-10,5,750,196.65
707,1002.0,Bhel,"['Coriander', 'Cheese']","['French Fries', 'Chutney']",Christmas,2024-02-15,4,636,164.7
708,1070.0,Chole Bhature,"['Tomato', 'Dahi', 'Butter']","['Ice Cream', 'Cold Drink']",Winter,2023-01-17,5,860,195.29
709,,Chole Bhature,[],['Papad'],Navratri,2023-11-07,2,266,74.78
710,,Sev Puri,[],['Ice Cream'],Navratri,2023-06-18,4,584,160.21
711,1026.0,Vada Pav,[],"['Extra Cheese', 'Ice Cream']",Navratri,2023-03-18,5,720,184.23
712,1098.0,Sev Puri,"['Tomato', 'Cheese', 'Coriander']","['Ice Cream', 'Papad']",Rainy,2023-03-20,2,424,162.26
713,1092.0,Chole Bhature,"['Cheese', 'Coriander', 'Onion']","['Ice Cream', 'Cold Drink']",Christmas,2024-06-30,4,564,176.85
714,1024.0,Chole Bhature,[],"['Ice Cream', 'Papad']",Navratri,2024-04-18,4,520,119.99
715,,Chole Bhature,[],[],Navratri,2023-01-23,2,258,71.55
716,1009.0,Masala Dosa,['Anar Seeds'],[],Diwali,2024-04-18,3,312,75.32
717,1043.0,Sev Puri,[],"['Chutney', 'Extra Cheese']",Rainy,2024-08-08,1,173,52.32
718,,Bhel,"['Tomato', 'Onion']","['Extra Cheese', 'Papad']",Summer,2023-08-16,4,700,163.88
719,1090.0,Vada Pav,"['Onion', 'Anar Seeds', 'Tomato']",['French Fries'],Holi,2024-03-15,2,322,120.27
720,1064.0,Pav Bhaji,['Butter'],"['Chutney', 'Ice Cream']",Diwali,2023-11-02,5,775,268.52
721,1034.0,Idli Sambar,['Tomato'],"['Extra Cheese', 'French Fries']",Navratri,2024-05-20,1,171,39.58
722,,Vada Pav,['Coriander'],[],Diwali,2024-08-06,5,615,134.14
723,1082.0,Vada Pav,"['Coriander', 'Butter']",['Extra Cheese'],Holi,2023-06-06,4,396,90.29
724,1059.0,Vada Pav,[],[],Christmas,2023-03-22,4,304,66.3
725,1063.0,Chole Bhature,"['Butter', 'Coriander', 'Tomato']",[],Christmas,2024-02-18,2,300,62.86
726,,Chole Bhature,[],"['French Fries', 'Cold Drink']",Christmas,2023-04-05,2,282,105.1
727,1042.0,Idli Sambar,[],"['Chutney', 'Ice Cream']",Rainy,2024-01-02,3,462,163.19
728,1073.0,Bhel,['Cheese'],"['Extra Cheese', 'Chutney']",Navratri,2024-07-26,3,552,157.67
729,1081.0,Idli Sambar,"['Cheese', 'Anar Seeds', 'Onion']",['Papad'],Holi,2023-11-19,5,580,177.91
730,,Chole Bhature,['Coriander'],['Cold Drink'],Summer,2023-10-08,2,216,62.28
731,1007.0,Masala Dosa,[],[],Navratri,2023-07-14,1,146,31.2
732,1060.0,Bhel,['Butter'],[],Holi,2024-06-03,4,240,88.49
733,1049.0,Sev Puri,"['Tomato', 'Dahi']",[],Navratri,2023-10-22,3,486,122.16
734,1092.0,Vada Pav,['Anar Seeds'],['Cold Drink'],Diwali,2023-06-26,5,735,221.53
735,,Masala Dosa,"['Butter', 'Onion']","['Cold Drink', 'Extra Cheese']",Winter,2023-08-01,2,412,138.6
736,1015.0,Sev Puri,[],"['Papad', 'Extra Cheese']",Rainy,2023-03-08,4,468,175.3
737,1062.0,Pani Puri,"['Tomato', 'Dahi', 'Cheese']",[],Christmas,2023-07-15,3,453,107.61
738,1013.0,Chole Bhature,"['Dahi', 'Cheese', 'Tomato']",[],Summer,2023-01-23,5,885,318.92
739,1004.0,Bhel,['Butter'],[],Summer,2024-01-29,1,95,37.76
740,1055.0,Bhel,"['Tomato', 'Anar Seeds', 'Dahi']",[],Christmas,2023-11-21,1,115,24.36
741,1086.0,Sev Puri,"['Tomato', 'Anar Seeds', 'Cheese']",['Extra Cheese'],Summer,2024-05-10,4,724,152.41
742,1100.0,Vada Pav,[],[],Christmas,2024-01-25,4,272,97.57
743,1013.0,Idli Sambar,"['Cheese', 'Tomato', 'Onion']",['Chutney'],Summer,2024-06-24,1,166,62.36
744,,Chole Bhature,['Dahi'],['Papad'],Navratri,2024-06-09,5,815,165.39
745,1084.0,Masala Dosa,"['Anar Seeds', 'Tomato', 'Dahi']","['Papad', 'Ice Cream']",Winter,2023-07-01,1,144,45.54
746,,Pani Puri,[],"['Extra Cheese', 'Cold Drink']",Navratri,2023-04-24,3,462,140.6
747,1038.0,Sev Puri,['Anar Seeds'],[],Summer,2024-07-27,1,99,27.07
748,1094.0,Masala Dosa,"['Tomato', 'Butter', 'Anar Seeds']",[],Holi,2024-01-05,4,444,109.49
749,1095.0,Sev Puri,"['Cheese', 'Coriander', 'Onion']",[],Winter,2024-06-09,5,625,136.76
750,1026.0,Bhel,"['Onion', 'Coriander', 'Cheese']","['Chutney', 'Extra Cheese']",Winter,2023-05-11,3,489,115.61
751,1043.0,Chole Bhature,"['Dahi', 'Butter']",['Chutney'],Christmas,2023-10-31,5,660,235.24
752,1042.0,Vada Pav,"['Coriander', 'Dahi']",['Ice Cream'],Christmas,2023-05-26,2,290,75.95
753,1005.0,Pani Puri,"['Onion', 'Cheese', 'Tomato']",['Cold Drink'],Summer,2024-04-14,3,585,149.09
754,1032.0,Masala Dosa,['Onion'],['French Fries'],Rainy,2023-11-24,4,540,169.85
755,1003.0,Idli Sambar,['Anar Seeds'],[],Holi,2023-03-06,5,445,173.55
756,1090.0,Idli Sambar,['Onion'],[],Winter,2023-10-24,3,189,65.14
757,,Idli Sambar,"['Onion', 'Butter']",['Extra Cheese'],Winter,2023-09-01,3,456,141.82
758,1019.0,Idli Sambar,"['Coriander', 'Cheese']","['Cold Drink', 'Chutney']",Winter,2024-05-19,3,378,78.61
759,1085.0,Sev Puri,[],[],Winter,2024-03-10,3,249,68.91
760,1021.0,Bhel,[],['Papad'],Summer,2023-10-10,3,255,86.81
761,1085.0,Masala Dosa,"['Coriander', 'Dahi', 'Tomato']",['Cold Drink'],Rainy,2024-03-01,4,464,183.56
762,1050.0,Masala Dosa,[],['French Fries'],Navratri,2023-12-03,2,250,76.54
763,1030.0,Pani Puri,['Anar Seeds'],"['French Fries', 'Papad']",Navratri,2023-12-13,3,468,138.87
764,,Pav Bhaji,"['Butter', 'Tomato']",['Cold Drink'],Rainy,2023-10-10,1,170,40.78
765,1090.0,Pani Puri,"['Butter', 'Dahi']",[],Diwali,2023-11-02,3,483,166.07
766,,Idli Sambar,"['Coriander', 'Dahi', 'Tomato']",['Ice Cream'],Rainy,2024-01-29,1,160,62.97
767,1080.0,Pav Bhaji,"['Onion', 'Anar Seeds']","['Extra Cheese', 'Ice Cream']",Diwali,2023-04-08,2,236,49.72
768,,Pav Bhaji,"['Dahi', 'Cheese', 'Tomato']","['Chutney', 'Extra Cheese']",Summer,2023-10-17,3,519,140.24
769,1085.0,Pav Bhaji,['Onion'],"['Extra Cheese', 'Ice Cream']",Rainy,2023-09-22,1,131,32.36
770,1042.0,Chole Bhature,"['Tomato', 'Butter', 'Dahi']",[],Summer,2023-11-17,5,585,129.94
771,1081.0,Idli Sambar,['Dahi'],"['Chutney', 'Extra Cheese']",Rainy,2023-09-18,2,386,148.85
772,,Pani Puri,[],['Extra Cheese'],Diwali,2023-08-26,5,555,115.52
773,1068.0,Chole Bhature,['Tomato'],[],Diwali,2023-04-03,3,195,60.15
774,,Pav Bhaji,[],[],Holi,2023-06-12,5,690,250.76
775,1042.0,Bhel,[],"['Ice Cream', 'French Fries']",Winter,2023-12-25,5,695,170.18
776,1050.0,Pani Puri,[],[],Holi,2024-05-22,2,204,64.84
777,,Bhel,"['Onion', 'Dahi']",[],Rainy,2023-10-22,4,676,198.76
778,1095.0,Bhel,"['Dahi', 'Onion']",['Cold Drink'],Diwali,2024-01-15,3,306,97.92
779,,Pani Puri,['Cheese'],[],Navratri,2023-07-19,1,122,42.66
780,,Pani Puri,"['Anar Seeds', 'Butter', 'Cheese']","['Ice Cream', 'Cold Drink']",Rainy,2023-12-18,1,212,45.69
781,1000.0,Vada Pav,[],[],Summer,2023-04-23,3,450,95.09
782,1052.0,Masala Dosa,"['Dahi', 'Butter', 'Cheese']","['Extra Cheese', 'French Fries']",Rainy,2023-11-14,4,644,161.53
783,1026.0,Vada Pav,[],"['Extra Cheese', 'Papad']",Holi,2023-02-17,1,92,35.87
784,1055.0,Pani Puri,['Dahi'],['Chutney'],Holi,2024-02-28,3,528,149.23
785,1098.0,Vada Pav,[],"['Extra Cheese', 'Papad']",Holi,2023-10-18,1,144,30.06
786,,Pav Bhaji,"['Onion', 'Anar Seeds']",['Ice Cream'],Navratri,2023-07-30,1,100,25.06
787,1069.0,Pav Bhaji,"['Dahi', 'Butter', 'Coriander']",['Papad'],Navratri,2024-05-15,4,568,174.39
788,,Sev Puri,['Onion'],"['Cold Drink', 'Papad']",Summer,2023-05-03,5,525,134.02
789,1007.0,Bhel,"['Onion', 'Dahi', 'Butter']","['French Fries', 'Papad']",Christmas,2023-10-26,1,126,42.65
790,1002.0,Vada Pav,['Butter'],[],Summer,2024-03-15,2,184,73.06
791,1094.0,Vada Pav,"['Onion', 'Dahi', 'Cheese']",[],Winter,2023-11-08,3,396,92.75
792,1061.0,Pani Puri,"['Onion', 'Coriander', 'Dahi']",[],Winter,2023-07-24,1,149,56.5
793,1000.0,Pav Bhaji,"['Coriander', 'Tomato', 'Cheese']",[],Summer,2023-10-25,5,775,293.44
794,1024.0,Chole Bhature,"['Coriander', 'Anar Seeds', 'Cheese']",['French Fries'],Winter,2023-04-05,4,704,257.73
795,1038.0,Vada Pav,"['Coriander', 'Butter']",[],Rainy,2024-06-03,5,825,293.08
796,,Masala Dosa,[],"['Cold Drink', 'French Fries']",Holi,2024-03-14,5,545,212.78
797,1062.0,Pav Bhaji,['Tomato'],['Papad'],Christmas,2024-08-17,2,342,101.32
798,,Masala Dosa,"['Dahi', 'Anar Seeds']","['Cold Drink', 'Ice Cream']",Winter,2024-02-16,1,174,59.63
799,1076.0,Vada Pav,[],[],Rainy,2023-03-16,2,234,62.53
800,1000.0,Pav Bhaji,"['Tomato', 'Onion', 'Cheese']",['French Fries'],Navratri,2024-08-19,5,870,201.37
801,1092.0,Masala Dosa,['Coriander'],"['Cold Drink', 'Papad']",Holi,2023-06-02,4,760,219.53
802,,Pav Bhaji,"['Cheese', 'Onion', 'Dahi']",[],Christmas,2023-10-31,1,160,33.57
803,1058.0,Vada Pav,['Tomato'],['Cold Drink'],Rainy,2024-01-25,3,345,72.41
804,1063.0,Vada Pav,[],[],Summer,2024-07-15,1,138,29.85
805,1098.0,Pani Puri,[],['Cold Drink'],Summer,2024-05-30,1,70,19.46
806,,Pani Puri,[],[],Rainy,2024-04-06,4,560,173.33
807,1064.0,Chole Bhature,[],[],Holi,2023-03-26,5,450,98.34
808,1006.0,Sev Puri,"['Anar Seeds', 'Onion']","['French Fries', 'Cold Drink']",Holi,2024-06-22,2,356,107.81
809,,Vada Pav,['Cheese'],['French Fries'],Diwali,2024-05-16,5,720,275.73
810,1052.0,Chole Bhature,[],[],Holi,2023-01-04,1,105,40.84
811,,Vada Pav,[],['Papad'],Navratri,2024-06-12,2,186,66.56
812,1077.0,Chole Bhature,['Anar Seeds'],['French Fries'],Christmas,2023-08-15,1,111,23.49
813,1024.0,Pav Bhaji,[],[],Rainy,2024-02-12,5,535,212.52
814,1031.0,Idli Sambar,['Cheese'],"['Extra Cheese', 'Ice Cream']",Winter,2023-07-27,4,688,220.48
815,1075.0,Chole Bhature,"['Butter', 'Cheese', 'Onion']","['Cold Drink', 'Papad']",Holi,2023-02-05,1,142,30.34
816,1008.0,Pani Puri,"['Coriander', 'Anar Seeds']",[],Christmas,2024-05-04,1,126,49.81
817,1002.0,Sev Puri,['Dahi'],"['Extra Cheese', 'Cold Drink']",Christmas,2024-02-14,2,260,84.5
818,1047.0,Pav Bhaji,['Anar Seeds'],"['Papad', 'Chutney']",Diwali,2023-06-24,1,162,50.22
819,1007.0,Pav Bhaji,"['Coriander', 'Anar Seeds', 'Cheese']",[],Christmas,2024-07-04,1,136,27.26
820,1055.0,Pani Puri,"['Cheese', 'Butter', 'Tomato']",[],Christmas,2023-06-18,3,411,98.55
821,,Masala Dosa,"['Onion', 'Dahi']","['Chutney', 'French Fries']",Rainy,2023-03-16,3,450,160.04
822,1061.0,Masala Dosa,"['Butter', 'Dahi']","['Ice Cream', 'Chutney']",Christmas,2023-04-02,1,125,36.23
823,,Sev Puri,['Cheese'],[],Navratri,2023-12-06,4,432,154.63
824,1018.0,Bhel,['Coriander'],['Extra Cheese'],Winter,2024-07-03,4,476,144.05
825,,Chole Bhature,[],[],Christmas,2023-02-25,1,104,25.96
826,1045.0,Idli Sambar,"['Tomato', 'Dahi']","['French Fries', 'Papad']",Navratri,2023-09-22,3,588,171.2
827,1025.0,Bhel,['Coriander'],"['Ice Cream', 'Extra Cheese']",Diwali,2023-08-01,3,429,116.78
828,,Masala Dosa,"['Cheese', 'Dahi', 'Tomato']","['Chutney', 'Papad']",Rainy,2024-02-05,5,825,315.82
829,,Bhel,"['Cheese', 'Anar Seeds']",['French Fries'],Diwali,2023-06-17,1,109,36.28
830,1095.0,Vada Pav,['Cheese'],['Papad'],Winter,2023-06-29,4,660,155.67
831,1040.0,Chole Bhature,"['Onion', 'Dahi', 'Cheese']","['Ice Cream', 'Papad']",Christmas,2023-03-22,1,164,41.58
832,1047.0,Pani Puri,"['Cheese', 'Anar Seeds']","['Ice Cream', 'French Fries']",Winter,2023-09-30,3,573,201.23
833,1004.0,Sev Puri,"['Butter', 'Anar Seeds', 'Cheese']","['Papad', 'Ice Cream']",Rainy,2024-01-13,1,173,53.71
834,1018.0,Sev Puri,['Onion'],['Extra Cheese'],Holi,2024-04-18,4,608,165.53
835,1100.0,Idli Sambar,['Cheese'],[],Holi,2023-08-04,1,113,29.16
836,1080.0,Pav Bhaji,"['Butter', 'Tomato', 'Dahi']",[],Diwali,2023-05-04,4,500,134.63
837,1080.0,Vada Pav,[],[],Winter,2023-09-17,4,424,105.05
838,1063.0,Pani Puri,"['Tomato', 'Dahi', 'Onion']",['Papad'],Christmas,2024-08-07,3,360,136.74
839,1076.0,Idli Sambar,[],['Chutney'],Rainy,2024-02-02,5,645,162.32
840,1055.0,Idli Sambar,['Cheese'],['Chutney'],Summer,2023-11-25,3,249,77.9
841,1025.0,Pav Bhaji,"['Butter', 'Coriander']","['Papad', 'Cold Drink']",Diwali,2023-12-03,3,498,133.37
842,1056.0,Sev Puri,['Anar Seeds'],['Chutney'],Rainy,2023-03-12,2,160,43.59
843,,Bhel,"['Anar Seeds', 'Cheese', 'Dahi']",['Ice Cream'],Christmas,2023-01-27,3,441,106.13
844,1079.0,Chole Bhature,"['Dahi', 'Onion', 'Cheese']",['Papad'],Holi,2023-07-21,4,464,180.74
845,1015.0,Pani Puri,['Butter'],['Cold Drink'],Navratri,2023-10-29,2,324,117.34
846,1018.0,Idli Sambar,"['Butter', 'Dahi', 'Tomato']","['Chutney', 'French Fries']",Christmas,2023-09-06,5,880,335.78
847,,Bhel,[],['Extra Cheese'],Christmas,2024-03-25,5,595,132.43
848,1079.0,Chole Bhature,['Cheese'],[],Navratri,2023-09-16,5,715,178.28
849,1008.0,Idli Sambar,['Cheese'],"['Cold Drink', 'Extra Cheese']",Rainy,2023-02-27,4,772,290.51
850,1080.0,Idli Sambar,['Anar Seeds'],[],Winter,2023-07-29,4,628,144.17
851,,Vada Pav,"['Butter', 'Dahi', 'Anar Seeds']",['Cold Drink'],Christmas,2024-08-21,1,167,38.5
852,1023.0,Idli Sambar,['Coriander'],['French Fries'],Christmas,2024-01-08,3,246,86.65
853,1055.0,Pav Bhaji,[],['Papad'],Winter,2024-04-25,2,310,122.87
854,1056.0,Bhel,[],[],Summer,2023-10-04,3,219,73.6
855,1029.0,Bhel,[],['Chutney'],Winter,2024-05-30,1,111,29.01
856,1082.0,Pav Bhaji,"['Anar Seeds', 'Tomato']",[],Navratri,2024-03-05,1,115,45.65
857,1011.0,Masala Dosa,"['Tomato', 'Butter', 'Anar Seeds']",[],Rainy,2023-01-21,2,246,84.64
858,,Sev Puri,[],['Extra Cheese'],Diwali,2023-08-06,1,157,55.62
859,1054.0,Bhel,['Tomato'],"['Papad', 'Extra Cheese']",Christmas,2023-11-15,1,158,61.91
860,1001.0,Pav Bhaji,['Dahi'],"['Extra Cheese', 'Ice Cream']",Diwali,2024-02-05,3,462,165.45
861,,Idli Sambar,['Coriander'],['Cold Drink'],Winter,2023-11-02,1,171,49.89
862,,Pav Bhaji,"['Onion', 'Coriander', 'Tomato']","['Cold Drink', 'Extra Cheese']",Diwali,2023-07-06,4,732,155.69
