dish_id,dish_name,category,base_price,available_toppings,available_addons
484,Dhokla,Street Food,253,"['Onion', 'Dahi', 'Anar Seeds']","['Extra Cheese', 'Papad', 'Cold Drink', 'French Fries', 'Chutney']"
485,Cold Coffee,Dessert,281,"['Anar Seeds', 'Dahi', 'Butter', 'Onion']","['Papad', 'Chutney', 'Extra Cheese']"
486,Falooda,Snack,78,"['Tomato', 'Anar Seeds', 'Coriander', 'Dahi', 'Butter']","['Ice Cream', 'Chutney', 'Papad', 'Extra Cheese']"
487,Chicken Curry,Snack,299,"['Butter', 'Onion', 'Cheese', 'Dahi', 'Anar Seeds', 'Tomato', 'Coriander']",['Extra Cheese']
488,Chai,Drink,80,"['Onion', 'Anar Seeds', 'Tomato', 'Dahi', 'Cheese']","['French Fries', 'Extra Cheese', 'Ice Cream', 'Cold Drink', 'Papad', 'Chutney']"
489,Pav Bhaji,Dessert,297,"['Cheese', 'Coriander']","['Extra Cheese', 'Cold Drink', 'Papad']"
490,Falooda,Main Course,218,"['Dahi', 'Tomato']","['Papad', 'French Fries', 'Ice Cream']"
491,Butter Naan,Snack,212,"['Dahi', 'Coriander', 'Onion', 'Cheese']",['Ice Cream']
492,Jalebi,Snack,171,"['Coriander', 'Anar Seeds', 'Cheese', 'Tomato', 'Onion', 'Butter']","['Extra Cheese', 'Papad', 'Chutney', 'French Fries', 'Cold Drink']"
493,Masala Dosa,Snack,95,"['Anar Seeds', 'Dahi']","['Cold Drink', 'Papad']"
494,Upma,Dessert,146,['Coriander'],"['French Fries', 'Cold Drink', 'Ice Cream', 'Chutney', 'Extra Cheese']"
495,Bhel,Street Food,296,"['Anar Seeds', 'Onion', 'Tomato', 'Butter', 'Cheese', 'Dahi', 'Coriander']","['Cold Drink', 'Chutney', 'French Fries']"
496,Thali,Snack,284,"['Coriander', 'Anar Seeds', 'Cheese', 'Butter']","['Extra Cheese', 'Cold Drink', 'Chutney']"
497,Fish Fry,Snack,292,"['Anar Seeds', 'Butter']","['Ice Cream', 'Papad']"
498,Lassi,Main Course,128,"['Onion', 'Anar Seeds', 'Cheese', 'Butter']","['Chutney', 'Cold Drink', 'Extra Cheese', 'Papad']"
499,Jalebi,Main Course,280,['Tomato'],"['French Fries', 'Cold Drink', 'Extra Cheese', 'Chutney', 'Papad']"
500,Veg Biryani,Main Course,117,"['Onion', 'Cheese', 'Coriander', 'Butter', 'Tomato', 'Anar Seeds']","['Ice Cream', 'Papad', 'French Fries', 'Cold Drink', 'Chutney', 'Extra Cheese']"
501,Masala Dosa,Main Course,231,"['Tomato', 'Dahi', 'Anar Seeds', 'Cheese', 'Coriander', 'Onion']",['Ice Cream']
502,Veg Biryani,Dessert,167,"['Dahi', 'Tomato', 'Butter', 'Anar Seeds', 'Coriander']","['Chutney', 'Cold Drink', 'Papad', 'Extra Cheese', 'Ice Cream', 'French Fries']"
503,Gulab Jamun,Snack,160,"['Butter', 'Cheese', 'Anar Seeds', 'Coriander']","['Chutney', 'Ice Cream', 'Papad', 'Extra Cheese', 'Cold Drink', 'French Fries']"
504,Pani Puri,Dessert,95,"['Tomato', 'Onion', 'Anar Seeds', 'Coriander']","['Papad', 'French Fries', 'Chutney', 'Extra Cheese']"
505,Vada Pav,Main Course,270,['Cheese'],"['Chutney', 'Cold Drink', 'Extra Cheese']"
506,Fish Fry,Drink,101,['Dahi'],"['Chutney', 'Extra Cheese', 'French Fries', 'Papad']"
507,Veg Biryani,Drink,200,['Anar Seeds'],['French Fries']
508,Chole Bhature,Drink,177,"['Tomato', 'Anar Seeds', 'Dahi', 'Butter', 'Coriander']","['Papad', 'Chutney', 'Extra Cheese', 'French Fries', 'Ice Cream']"
509,Gulab Jamun,Dessert,114,['Cheese'],['Chutney']
510,Paneer Tikka,Snack,219,"['Anar Seeds', 'Tomato', 'Dahi', 'Onion', 'Cheese', 'Coriander', 'Butter']",['Ice Cream']
511,Chai,Snack,168,"['Coriander', 'Onion', 'Anar Seeds', 'Dahi', 'Tomato', 'Butter']",['French Fries']
512,Chole Bhature,Main Course,200,['Dahi'],"['Cold Drink', 'Papad', 'Extra Cheese', 'Chutney']"
513,Upma,Street Food,244,['Coriander'],"['French Fries', 'Papad', 'Chutney', 'Ice Cream']"
514,Ice Cream,Drink,220,"['Dahi', 'Onion', 'Coriander', 'Cheese', 'Butter', 'Anar Seeds']","['Papad', 'French Fries']"
515,Jalebi,Dessert,85,"['Dahi', 'Anar Seeds', 'Tomato', 'Butter', 'Onion', 'Cheese']","['Extra Cheese', 'Cold Drink']"
516,Paratha,Snack,256,"['Coriander', 'Tomato']","['Ice Cream', 'Cold Drink', 'French Fries', 'Chutney', 'Papad']"
517,Ice Cream,Snack,129,"['Cheese', 'Onion', 'Dahi', 'Coriander', 'Tomato', 'Anar Seeds', 'Butter']","['Extra Cheese', 'Cold Drink', 'Chutney', 'Papad', 'French Fries']"
518,Chole Bhature,Dessert,181,"['Anar Seeds', 'Onion']","['Extra Cheese', 'Ice Cream']"
519,Misal Pav,Snack,261,"['Tomato', 'Onion', 'Dahi', 'Coriander']","['French Fries', 'Ice Cream', 'Extra Cheese']"
520,Thali,Dessert,118,['Cheese'],"['Papad', 'Chutney', 'Extra Cheese', 'Ice Cream', 'Cold Drink', 'French Fries']"
521,Ice Cream,Drink,189,"['Cheese', 'Anar Seeds', 'Butter']",['French Fries']
522,Jalebi,Dessert,122,"['Butter', 'Onion', 'Cheese', 'Dahi']","['Ice Cream', 'Chutney', 'French Fries', 'Cold Drink']"
523,Veg Biryani,Snack,210,"['Dahi', 'Onion', 'Coriander', 'Tomato', 'Butter']","['Extra Cheese', 'Ice Cream', 'Cold Drink', 'French Fries', 'Papad', 'Chutney']"
524,Pav Bhaji,Drink,118,"['Coriander', 'Tomato', 'Onion', 'Cheese']","['Papad', 'French Fries', 'Cold Drink', 'Extra Cheese']"
525,Falooda,Drink,260,"['Dahi', 'Cheese', 'Onion', 'Tomato', 'Coriander', 'Butter']","['French Fries', 'Ice Cream']"
526,Falooda,Main Course,158,"['Tomato', 'Butter', 'Onion']","['Chutney', 'Extra Cheese', 'Cold Drink', 'Ice Cream', 'French Fries', 'Papad']"
527,Veg Biryani,Street Food,74,"['Dahi', 'Cheese', 'Coriander']","['Cold Drink', 'French Fries', 'Papad', 'Ice Cream', 'Extra Cheese']"
528,Butter Naan,Snack,87,"['Dahi', 'Anar Seeds', 'Tomato', 'Coriander']","['Cold Drink', 'Papad', 'Ice Cream', 'Extra Cheese']"
529,Poha,Street Food,54,['Tomato'],"['Extra Cheese', 'Cold Drink', 'French Fries', 'Chutney', 'Papad']"
530,Aloo Tikki,Drink,135,"['Coriander', 'Tomato', 'Dahi', 'Onion', 'Anar Seeds', 'Butter', 'Cheese']","['Chutney', 'Ice Cream', 'Cold Drink', 'Extra Cheese', 'French Fries', 'Papad']"
531,Cold Coffee,Snack,184,"['Butter', 'Coriander', 'Dahi', 'Anar Seeds', 'Tomato', 'Onion']","['French Fries', 'Extra Cheese']"
532,Paneer Tikka,Dessert,84,"['Anar Seeds', 'Cheese']","['French Fries', 'Ice Cream', 'Chutney']"
533,Chole Bhature,Drink,43,"['Anar Seeds', 'Tomato', 'Cheese', 'Coriander', 'Onion']","['Chutney', 'Cold Drink', 'Papad', 'Ice Cream', 'French Fries']"
534,Pav Bhaji,Street Food,62,"['Cheese', 'Anar Seeds', 'Tomato', 'Onion', 'Dahi']","['Papad', 'Ice Cream', 'Extra Cheese', 'Cold Drink', 'Chutney']"
535,Ice Cream,Drink,101,"['Cheese', 'Tomato', 'Onion', 'Coriander', 'Butter', 'Dahi']","['Chutney', 'Ice Cream', 'Cold Drink', 'Extra Cheese']"
536,Veg Biryani,Snack,256,"['Dahi', 'Cheese', 'Onion', 'Butter', 'Anar Seeds', 'Coriander', 'Tomato']","['Chutney', 'Extra Cheese']"
537,Paneer Tikka,Main Course,290,"['Anar Seeds', 'Butter', 'Onion', 'Tomato', 'Dahi']","['Papad', 'French Fries', 'Cold Drink']"
538,Fish Fry,Dessert,156,['Tomato'],"['Extra Cheese', 'Ice Cream', 'Papad', 'Cold Drink', 'French Fries', 'Chutney']"
539,Thali,Drink,170,"['Tomato', 'Butter', 'Dahi']",['Cold Drink']
540,Thali,Snack,115,"['Dahi', 'Butter', 'Anar Seeds', 'Coriander', 'Tomato']",['Papad']
541,Upma,Snack,289,"['Dahi', 'Tomato', 'Onion', 'Cheese']","['Ice Cream', 'French Fries']"
542,Gulab Jamun,Drink,44,"['Cheese', 'Tomato']","['Chutney', 'Papad', 'French Fries', 'Ice Cream', 'Cold Drink']"
543,Samosa,Street Food,245,"['Dahi', 'Butter', 'Onion', 'Coriander']","['Ice Cream', 'Extra Cheese', 'Cold Drink', 'Chutney', 'Papad']"
544,Vada Pav,Dessert,200,"['Tomato', 'Anar Seeds', 'Onion', 'Coriander', 'Butter', 'Dahi', 'Cheese']","['French Fries', 'Ice Cream', 'Chutney', 'Papad']"
545,Aloo Tikki,Drink,258,['Butter'],['Papad']
546,Veg Biryani,Street Food,201,"['Tomato', 'Anar Seeds', 'Butter', 'Coriander', 'Cheese']","['Ice Cream', 'Chutney', 'French Fries']"
547,Lassi,Street Food,261,['Coriander'],"['Ice Cream', 'Chutney', 'Extra Cheese', 'Papad']"
548,Chai,Street Food,276,"['Tomato', 'Onion', 'Cheese', 'Coriander', 'Dahi', 'Anar Seeds']","['Extra Cheese', 'Papad', 'French Fries', 'Chutney', 'Cold Drink']"
549,Aloo Tikki,Snack,294,['Coriander'],"['Ice Cream', 'Chutney', 'Papad', 'Cold Drink', 'Extra Cheese']"
550,Vada Pav,Dessert,210,"['Butter', 'Tomato', 'Cheese', 'Onion', 'Dahi', 'Coriander']",['Extra Cheese']
551,Chole Bhature,Main Course,240,"['Onion', 'Coriander', 'Dahi', 'Anar Seeds', 'Tomato']","['Chutney', 'Cold Drink']"
552,Samosa,Main Course,216,"['Tomato', 'Anar Seeds', 'Cheese']","['Extra Cheese', 'Cold Drink', 'Ice Cream', 'Papad', 'Chutney']"
553,Idli Sambar,Street Food,194,['Onion'],['Extra Cheese']
554,Lassi,Main Course,40,"['Coriander', 'Dahi', 'Onion']",['French Fries']
555,Vada Pav,Drink,60,"['Onion', 'Anar Seeds', 'Dahi']","['Chutney', 'Ice Cream', 'Cold Drink', 'Extra Cheese']"
556,Chicken Curry,Drink,94,['Coriander'],"['French Fries', 'Cold Drink', 'Extra Cheese', 'Ice Cream', 'Papad', 'Chutney']"
557,Sev Puri,Snack,53,"['Butter', 'Dahi', 'Anar Seeds', 'Cheese', 'Coriander', 'Onion']",['Chutney']
558,Samosa,Drink,98,"['Anar Seeds', 'Onion', 'Cheese']","['Ice Cream', 'Chutney', 'Extra Cheese', 'Papad']"
559,Idli Sambar,Drink,75,"['Anar Seeds', 'Cheese', 'Dahi', 'Butter', 'Tomato', 'Coriander', 'Onion']","['Extra Cheese', 'Chutney', 'French Fries', 'Ice Cream', 'Papad', 'Cold Drink']"
560,Paratha,Street Food,289,"['Tomato', 'Dahi']",['Ice Cream']
561,Pav Bhaji,Main Course,101,"['Dahi', 'Butter', 'Tomato', 'Cheese', 'Coriander']",['Chutney']
562,Chole Bhature,Dessert,102,"['Coriander', 'Anar Seeds']","['Cold Drink', 'Chutney', 'Papad', 'Ice Cream']"
563,Upma,Snack,261,"['Onion', 'Butter']","['Cold Drink', 'Chutney']"
564,Chole Bhature,Dessert,126,"['Cheese', 'Tomato']","['Extra Cheese', 'Chutney', 'Papad', 'Cold Drink']"
565,Samosa,Street Food,110,"['Butter', 'Coriander', 'Dahi', 'Tomato', 'Anar Seeds']","['Extra Cheese', 'Ice Cream', 'Papad', 'Chutney']"
566,Samosa,Snack,124,"['Tomato', 'Coriander', 'Cheese', 'Butter', 'Anar Seeds', 'Onion']","['Extra Cheese', 'Papad', 'Cold Drink']"
567,Aloo Tikki,Dessert,193,"['Tomato', 'Coriander', 'Butter', 'Cheese', 'Onion', 'Dahi']","['Chutney', 'Ice Cream', 'Papad']"
568,Dal Tadka,Main Course,104,"['Anar Seeds', 'Butter', 'Cheese', 'Tomato', 'Dahi']","['Ice Cream', 'Cold Drink', 'French Fries', 'Chutney', 'Papad']"
569,Misal Pav,Main Course,161,"['Dahi', 'Onion', 'Coriander', 'Butter', 'Anar Seeds', 'Tomato', 'Cheese']","['Ice Cream', 'French Fries', 'Chutney', 'Cold Drink', 'Extra Cheese']"
570,Butter Naan,Drink,172,"['Dahi', 'Tomato']","['French Fries', 'Extra Cheese']"
571,Rasgulla,Main Course,178,"['Onion', 'Coriander', 'Cheese', 'Anar Seeds', 'Dahi']","['Ice Cream', 'Extra Cheese', 'Cold Drink', 'French Fries']"
572,Thali,Main Course,117,"['Tomato', 'Butter']","['French Fries', 'Papad', 'Ice Cream', 'Cold Drink', 'Extra Cheese']"
573,Cold Coffee,Snack,135,"['Tomato', 'Coriander']","['Papad', 'Extra Cheese', 'Chutney']"
574,Gulab Jamun,Main Course,280,"['Anar Seeds', 'Cheese', 'Onion', 'Tomato']",['French Fries']
575,Veg Biryani,Main Course,81,"['Cheese', 'Coriander', 'Anar Seeds']",['French Fries']
576,Poha,Main Course,249,"['Cheese', 'Tomato']","['French Fries', 'Cold Drink']"
577,Dhokla,Drink,129,"['Anar Seeds', 'Tomato', 'Dahi', 'Butter', 'Onion', 'Cheese', 'Coriander']","['Ice Cream', 'Papad', 'Chutney', 'French Fries', 'Cold Drink']"
578,Ice Cream,Drink,85,['Cheese'],"['Cold Drink', 'French Fries', 'Extra Cheese', 'Ice Cream']"
579,Butter Naan,Snack,170,"['Anar Seeds', 'Tomato', 'Coriander']","['Papad', 'Ice Cream', 'Cold Drink', 'Extra Cheese']"
580,Paneer Tikka,Street Food,193,"['Tomato', 'Coriander', 'Onion']","['Chutney', 'Papad', 'Extra Cheese', 'Ice Cream']"
581,Rasgulla,Snack,270,"['Dahi', 'Onion', 'Cheese']","['Papad', 'Chutney', 'Ice Cream']"
582,Veg Biryani,Street Food,217,"['Dahi', 'Butter', 'Onion', 'Tomato', 'Cheese', 'Anar Seeds']","['Extra Cheese', 'French Fries', 'Ice Cream']"
583,Chole Bhature,Drink,156,"['Anar Seeds', 'Butter', 'Onion']","['Extra Cheese', 'French Fries', 'Ice Cream', 'Cold Drink', 'Papad', 'Chutney']"
584,Butter Naan,Drink,56,"['Butter', 'Onion', 'Cheese', 'Tomato', 'Anar Seeds', 'Coriander']","['Ice Cream', 'French Fries', 'Chutney', 'Extra Cheese', 'Papad', 'Cold Drink']"
585,Veg Biryani,Dessert,228,"['Coriander', 'Tomato', 'Anar Seeds', 'Onion', 'Butter', 'Cheese']","['French Fries', 'Extra Cheese', 'Chutney', 'Ice Cream', 'Papad']"
586,Veg Biryani,Street Food,241,"['Coriander', 'Cheese', 'Dahi']","['Cold Drink', 'Extra Cheese', 'Ice Cream', 'Chutney', 'French Fries', 'Papad']"
587,Masala Dosa,Main Course,235,"['Tomato', 'Coriander', 'Cheese', 'Dahi']","['Cold Drink', 'Extra Cheese', 'Ice Cream', 'Chutney']"
588,Cold Coffee,Drink,185,"['Coriander', 'Tomato', 'Cheese', 'Onion', 'Dahi', 'Anar Seeds', 'Butter']","['Papad', 'Chutney', 'Ice Cream', 'Cold Drink']"
589,Pani Puri,Street Food,106,"['Dahi', 'Cheese', 'Coriander', 'Anar Seeds', 'Butter', 'Onion']","['Chutney', 'Cold Drink', 'Papad']"
590,Misal Pav,Street Food,275,['Anar Seeds'],"['Papad', 'Extra Cheese']"
591,Rasgulla,Street Food,195,"['Cheese', 'Onion', 'Dahi', 'Butter']","['French Fries', 'Cold Drink', 'Ice Cream']"
592,Chole Bhature,Dessert,265,"['Onion', 'Tomato', 'Dahi', 'Cheese', 'Anar Seeds', 'Butter']","['Cold Drink', 'Ice Cream', 'Chutney', 'Papad', 'French Fries', 'Extra Cheese']"
593,Veg Biryani,Drink,201,"['Dahi', 'Tomato', 'Coriander', 'Cheese', 'Anar Seeds', 'Butter', 'Onion']","['Chutney', 'Papad', 'Cold Drink', 'Extra Cheese', 'French Fries', 'Ice Cream']"
594,Idli Sambar,Snack,69,"['Onion', 'Tomato']","['Extra Cheese', 'Papad', 'Chutney']"
595,Dhokla,Drink,44,"['Onion', 'Cheese', 'Tomato', 'Butter', 'Anar Seeds', 'Coriander']","['Chutney', 'Extra Cheese']"
596,Chai,Snack,44,"['Onion', 'Tomato', 'Butter', 'Cheese', 'Anar Seeds', 'Coriander', 'Dahi']","['Cold Drink', 'Chutney', 'Papad', 'French Fries']"
597,Ice Cream,Drink,194,"['Onion', 'Coriander', 'Cheese', 'Dahi', 'Anar Seeds', 'Butter']","['Extra Cheese', 'Cold Drink', 'French Fries']"
598,Chole Bhature,Drink,102,"['Dahi', 'Butter', 'Cheese', 'Coriander']","['Papad', 'Cold Drink', 'Chutney', 'French Fries', 'Extra Cheese']"
599,Pani Puri,Main Course,233,"['Tomato', 'Coriander', 'Butter', 'Anar Seeds']",['French Fries']
600,Masala Dosa,Main Course,163,"['Cheese', 'Tomato', 'Butter', 'Dahi']","['Papad', 'Extra Cheese', 'Ice Cream', 'Chutney', 'French Fries']"
601,Sev Puri,Drink,193,"['Onion', 'Anar Seeds', 'Butter', 'Cheese']","['Cold Drink', 'Chutney', 'Papad']"
602,Samosa,Street Food,243,"['Dahi', 'Anar Seeds']","['Extra Cheese', 'Chutney', 'Papad', 'Ice Cream']"
603,Chai,Dessert,214,"['Butter', 'Onion', 'Anar Seeds', 'Coriander', 'Tomato', 'Dahi', 'Cheese']","['Chutney', 'French Fries', 'Extra Cheese', 'Cold Drink']"
604,Idli Sambar,Drink,204,"['Dahi', 'Anar Seeds']","['Cold Drink', 'French Fries']"
605,Pani Puri,Dessert,261,"['Dahi', 'Coriander', 'Butter', 'Onion', 'Tomato', 'Anar Seeds']","['Papad', 'French Fries', 'Chutney', 'Ice Cream']"
606,Thali,Dessert,71,"['Dahi', 'Anar Seeds', 'Tomato', 'Onion']",['Chutney']
607,Rasgulla,Street Food,62,"['Anar Seeds', 'Onion', 'Butter', 'Cheese', 'Coriander']","['Extra Cheese', 'Cold Drink', 'Papad']"
608,Butter Naan,Main Course,45,"['Onion', 'Anar Seeds']","['Ice Cream', 'French Fries', 'Extra Cheese', 'Chutney', 'Cold Drink', 'Papad']"
609,Idli Sambar,Snack,124,"['Onion', 'Tomato']",['Extra Cheese']
610,Butter Naan,Dessert,169,['Dahi'],"['French Fries', 'Extra Cheese']"
611,Samosa,Dessert,111,"['Tomato', 'Coriander', 'Butter']","['Chutney', 'French Fries', 'Ice Cream', 'Extra Cheese', 'Cold Drink']"
612,Veg Biryani,Dessert,258,"['Onion', 'Anar Seeds', 'Dahi', 'Cheese', 'Butter', 'Coriander']",['Cold Drink']
613,Sev Puri,Street Food,266,"['Dahi', 'Anar Seeds', 'Cheese', 'Butter', 'Onion', 'Coriander']","['French Fries', 'Cold Drink', 'Ice Cream', 'Chutney']"
614,Samosa,Drink,298,"['Onion', 'Coriander', 'Tomato', 'Anar Seeds', 'Dahi', 'Butter', 'Cheese']","['Cold Drink', 'Chutney', 'Extra Cheese', 'Papad']"
615,Falooda,Snack,203,"['Tomato', 'Dahi', 'Onion', 'Butter', 'Coriander', 'Cheese']","['Ice Cream', 'French Fries', 'Cold Drink', 'Chutney']"
616,Ice Cream,Main Course,209,['Butter'],"['Cold Drink', 'French Fries', 'Chutney', 'Ice Cream', 'Extra Cheese']"
617,Jalebi,Dessert,142,"['Dahi', 'Anar Seeds', 'Butter', 'Tomato']","['Chutney', 'French Fries', 'Ice Cream']"
618,Vada Pav,Snack,198,"['Butter', 'Anar Seeds', 'Coriander', 'Cheese', 'Onion', 'Tomato', 'Dahi']","['Ice Cream', 'Papad']"
619,Cold Coffee,Drink,51,"['Coriander', 'Onion', 'Dahi', 'Cheese', 'Butter']","['Papad', 'Ice Cream', 'Cold Drink']"
620,Samosa,Street Food,282,"['Anar Seeds', 'Dahi', 'Butter', 'Cheese', 'Tomato', 'Coriander']","['Extra Cheese', 'Papad', 'Cold Drink', 'Chutney']"
621,Samosa,Snack,145,"['Dahi', 'Butter', 'Onion', 'Tomato']","['Papad', 'Extra Cheese', 'Cold Drink', 'Ice Cream', 'French Fries']"
622,Veg Biryani,Main Course,172,"['Cheese', 'Dahi', 'Coriander', 'Tomato']",['Extra Cheese']
623,Bhel,Main Course,64,"['Butter', 'Tomato', 'Cheese', 'Anar Seeds', 'Dahi', 'Onion', 'Coriander']","['French Fries', 'Ice Cream', 'Chutney']"
624,Poha,Dessert,102,"['Anar Seeds', 'Butter', 'Cheese', 'Dahi']","['Cold Drink', 'Extra Cheese', 'Papad', 'French Fries', 'Ice Cream']"
625,Butter Naan,Dessert,162,"['Tomato', 'Coriander', 'Dahi', 'Cheese', 'Onion', 'Butter']",['Chutney']
626,Chole Bhature,Snack,161,['Onion'],"['Ice Cream', 'Chutney', 'French Fries', 'Papad', 'Cold Drink', 'Extra Cheese']"
627,Chole Bhature,Snack,99,"['Tomato', 'Anar Seeds', 'Onion', 'Dahi', 'Cheese', 'Butter', 'Coriander']","['Cold Drink', 'French Fries', 'Ice Cream', 'Papad', 'Extra Cheese']"
628,Pav Bhaji,Snack,244,"['Anar Seeds', 'Coriander', 'Cheese']","['Papad', 'Extra Cheese', 'Chutney', 'French Fries']"
629,Sev Puri,Drink,134,"['Cheese', 'Anar Seeds', 'Butter', 'Coriander', 'Onion']","['Extra Cheese', 'Chutney', 'Papad', 'Ice Cream', 'French Fries']"
630,Bhel,Dessert,157,"['Cheese', 'Anar Seeds', 'Dahi', 'Butter', 'Coriander', 'Tomato']","['Extra Cheese', 'Cold Drink', 'Ice Cream', 'Papad']"
631,Dhokla,Main Course,43,['Tomato'],"['Cold Drink', 'French Fries', 'Ice Cream']"
632,Ice Cream,Street Food,217,"['Dahi', 'Onion', 'Butter', 'Coriander', 'Anar Seeds']",['Cold Drink']
633,Pani Puri,Drink,271,"['Tomato', 'Anar Seeds', 'Onion', 'Cheese', 'Butter', 'Coriander']","['Papad', 'Chutney']"
634,Dhokla,Snack,122,"['Anar Seeds', 'Tomato', 'Coriander']","['Chutney', 'French Fries', 'Papad']"
635,Fish Fry,Drink,76,"['Coriander', 'Dahi', 'Onion', 'Anar Seeds', 'Cheese', 'Tomato']",['Ice Cream']
636,Veg Biryani,Dessert,281,"['Dahi', 'Cheese', 'Anar Seeds']","['Cold Drink', 'Papad', 'Chutney', 'Ice Cream']"
637,Chole Bhature,Dessert,275,"['Coriander', 'Anar Seeds', 'Onion']","['Cold Drink', 'Papad']"
638,Chicken Curry,Main Course,89,"['Onion', 'Anar Seeds', 'Butter', 'Cheese', 'Coriander', 'Dahi', 'Tomato']","['Ice Cream', 'Chutney', 'Extra Cheese', 'Cold Drink', 'French Fries', 'Papad']"
639,Gulab Jamun,Main Course,180,"['Dahi', 'Butter', 'Cheese']","['Ice Cream', 'Chutney']"
640,Idli Sambar,Drink,255,"['Tomato', 'Cheese', 'Onion', 'Anar Seeds', 'Dahi']","['Extra Cheese', 'French Fries', 'Cold Drink']"
641,Gulab Jamun,Street Food,195,"['Anar Seeds', 'Dahi', 'Tomato', 'Butter', 'Cheese']","['Cold Drink', 'Ice Cream', 'French Fries', 'Extra Cheese', 'Chutney']"
642,Samosa,Drink,186,"['Butter', 'Cheese', 'Coriander']","['Chutney', 'Ice Cream', 'French Fries']"
643,Butter Naan,Snack,210,"['Tomato', 'Coriander', 'Onion', 'Butter', 'Dahi', 'Cheese', 'Anar Seeds']","['Chutney', 'Extra Cheese', 'French Fries', 'Ice Cream', 'Cold Drink', 'Papad']"
644,Chai,Drink,76,"['Butter', 'Onion', 'Dahi', 'Anar Seeds', 'Tomato', 'Coriander', 'Cheese']","['Chutney', 'Extra Cheese', 'French Fries']"
645,Rasgulla,Main Course,276,"['Butter', 'Onion', 'Cheese', 'Tomato', 'Coriander', 'Dahi']",['Ice Cream']
646,Bhel,Drink,245,"['Coriander', 'Cheese', 'Dahi']","['Extra Cheese', 'Ice Cream', 'Cold Drink', 'Papad']"
647,Misal Pav,Dessert,219,"['Dahi', 'Onion', 'Anar Seeds', 'Tomato', 'Cheese', 'Butter', 'Coriander']","['Ice Cream', 'Chutney', 'Cold Drink', 'French Fries', 'Extra Cheese']"
648,Thali,Drink,218,"['Onion', 'Dahi', 'Cheese', 'Anar Seeds', 'Tomato', 'Coriander']",['Extra Cheese']
649,Samosa,Drink,168,"['Coriander', 'Anar Seeds', 'Cheese', 'Butter', 'Tomato', 'Onion']","['French Fries', 'Extra Cheese']"
650,Rasgulla,Drink,80,"['Tomato', 'Dahi', 'Coriander', 'Butter', 'Anar Seeds', 'Onion']","['French Fries', 'Ice Cream', 'Papad', 'Cold Drink']"
651,Paneer Tikka,Drink,186,"['Coriander', 'Anar Seeds', 'Dahi', 'Tomato']","['Cold Drink', 'Extra Cheese', 'Papad', 'Ice Cream']"
652,Dhokla,Main Course,122,"['Tomato', 'Anar Seeds', 'Onion', 'Coriander', 'Butter', 'Cheese']",['Papad']
653,Upma,Dessert,102,"['Onion', 'Tomato']","['Extra Cheese', 'Ice Cream', 'French Fries', 'Cold Drink']"
654,Falooda,Drink,100,['Coriander'],"['Extra Cheese', 'Ice Cream', 'Chutney', 'Cold Drink', 'French Fries', 'Papad']"
655,Upma,Main Course,279,"['Onion', 'Butter', 'Cheese']",['Papad']
656,Jalebi,Drink,172,"['Cheese', 'Butter', 'Anar Seeds', 'Dahi']","['Papad', 'Chutney', 'Cold Drink', 'French Fries', 'Extra Cheese']"
657,Samosa,Snack,189,"['Cheese', 'Anar Seeds']","['Papad', 'Chutney', 'French Fries', 'Extra Cheese', 'Cold Drink', 'Ice Cream']"
658,Jalebi,Snack,100,"['Onion', 'Cheese']","['Chutney', 'Cold Drink', 'French Fries', 'Extra Cheese']"
659,Paratha,Main Course,154,"['Butter', 'Tomato', 'Dahi', 'Onion', 'Anar Seeds']","['Papad', 'Chutney', 'Extra Cheese']"
660,Veg Biryani,Street Food,79,"['Butter', 'Coriander', 'Anar Seeds', 'Cheese', 'Tomato', 'Onion']","['Papad', 'Chutney', 'Ice Cream']"
661,Falooda,Snack,65,"['Dahi', 'Coriander', 'Tomato', 'Anar Seeds']","['Chutney', 'Ice Cream', 'Papad', 'Extra Cheese']"
662,Falooda,Snack,86,"['Anar Seeds', 'Onion']","['Papad', 'Ice Cream']"
663,Rasgulla,Main Course,125,"['Anar Seeds', 'Cheese']",['Chutney']
664,Jalebi,Main Course,163,"['Cheese', 'Anar Seeds']","['Extra Cheese', 'Papad', 'Chutney']"
665,Thali,Snack,186,"['Cheese', 'Tomato', 'Coriander']","['Cold Drink', 'Extra Cheese', 'Papad', 'French Fries', 'Ice Cream']"
666,Chai,Dessert,258,"['Anar Seeds', 'Tomato', 'Onion', 'Cheese', 'Butter']","['Extra Cheese', 'Papad', 'Cold Drink', 'Chutney', 'Ice Cream']"
667,Veg Biryani,Main Course,244,"['Onion', 'Cheese', 'Butter', 'Tomato', 'Anar Seeds', 'Coriander']","['French Fries', 'Cold Drink', 'Ice Cream', 'Papad']"
668,Falooda,Snack,74,"['Coriander', 'Onion', 'Butter', 'Dahi', 'Anar Seeds']",['French Fries']
669,Rasgulla,Main Course,167,"['Tomato', 'Onion', 'Cheese']","['Chutney', 'Papad', 'Cold Drink', 'French Fries']"
670,Paneer Tikka,Snack,189,"['Tomato', 'Anar Seeds', 'Butter']","['Ice Cream', 'Cold Drink', 'Papad']"
671,Gulab Jamun,Drink,198,"['Dahi', 'Anar Seeds', 'Tomato', 'Coriander']","['Ice Cream', 'Papad']"
672,Masala Dosa,Snack,231,"['Anar Seeds', 'Onion', 'Tomato', 'Dahi', 'Butter']",['Papad']
